Month,Year,Season,Block,TotalLegalsRetained,TotalTrapsPulled,meanDepth,maxDepth
3,2016,2015-16,822,127,362,78.5,180
3,2016,2015-16,829,103,80,160,160
3,2016,2015-16,842,203,488,101.4285714,180
3,2016,2015-16,850,97,226,152.5,240
3,2016,2015-16,860,397,1474,53.62745098,130
3,2016,2015-16,867,7,16,145,240
3,2016,2015-16,878,29,100,107.5,115
3,2016,2015-16,897,98,259,124,150
3,2017,2016-17,653,308,484,72.5,125
3,2017,2016-17,654,660,1236,74.60606061,140
3,2017,2016-17,655,94,260,50,60
3,2017,2016-17,656,33,20,80,80
3,2017,2016-17,664,104,277,43.75,45
3,2017,2016-17,665,354,698,41,46
3,2017,2016-17,680,1193,1295,169.0909091,200
3,2017,2016-17,681,3,8,120,120
3,2017,2016-17,682,34,40,50,50
3,2017,2016-17,683,121,236,49.2,66
3,2017,2016-17,684,777,887,123.8461538,180
3,2017,2016-17,685,489,701,118.6666667,220
3,2017,2016-17,687,280,200,85,130
3,2017,2016-17,688,1488,1983,44.825,95
3,2017,2016-17,689,3149,3568,36.37037037,80
3,2017,2016-17,690,161,285,60.83333333,85
3,2017,2016-17,702,124,402,202.7272727,240
3,2017,2016-17,707,4,8,115,115
3,2017,2016-17,708,157,513,52.77777778,110
3,2017,2016-17,709,320,405,153.6363636,250
3,2017,2016-17,710,1504,925,88.39130435,220
3,2017,2016-17,711,322,368,67.5,90
3,2017,2016-17,712,717,1109,45,100
3,2017,2016-17,718,29,82,38.5,60
3,2017,2016-17,719,1149,4549,68.13924051,100
3,2017,2016-17,720,288,1668,74.88636364,150
3,2017,2016-17,721,6,32,200,200
3,2017,2016-17,738,88,681,40.03225806,65
3,2017,2016-17,739,23,130,84.6,120
3,2017,2016-17,740,9,81,100,100
3,2017,2016-17,756,134,671,30,70
3,2017,2016-17,757,141,960,37.15384615,100
3,2017,2016-17,762,104,305,50,50
3,2017,2016-17,765,622,1126,73.33333333,130
3,2017,2016-17,801,172,542,47.77777778,60
3,2017,2016-17,802,91,485,40.71428571,75
3,2017,2016-17,813,256,862,110.6666667,220
3,2017,2016-17,814,248,333,138,160
3,2017,2016-17,817,20,50,90,90
3,2017,2016-17,821,79,299,105.5555556,180
3,2017,2016-17,822,67,415,50,180
3,2017,2016-17,829,25,30,240,240
3,2017,2016-17,842,76,402,80.5,100
3,2017,2016-17,846,8,21,240,240
3,2017,2016-17,849,219,259,180,270
3,2017,2016-17,850,144,274,206.875,265
3,2017,2016-17,860,1150,2964,54.05607477,240
3,2017,2016-17,867,157,251,201.875,270
3,2017,2016-17,897,199,460,133,150
3,2018,2017-18,651,30,76,45,45
3,2018,2017-18,652,167,336,80,80
3,2018,2017-18,653,392,1840,38.18518519,140
3,2018,2017-18,654,1446,1852,75.09756098,120
3,2018,2017-18,655,9,100,50,50
3,2018,2017-18,656,23,124,25.5,40
3,2018,2017-18,664,176,216,37.5,45
3,2018,2017-18,665,236,479,35.71428571,40
3,2018,2017-18,680,999,1244,79.23076923,140
3,2018,2017-18,681,146,502,55,160
3,2018,2017-18,683,129,250,41.66666667,50
3,2018,2017-18,684,1159,1388,122.2727273,190
3,2018,2017-18,685,524,1036,39.21052632,120
3,2018,2017-18,686,35,69,75,80
3,2018,2017-18,687,74,115,70,80
3,2018,2017-18,688,1152,1728,55.69444444,90
3,2018,2017-18,689,3360,4802,34.62264151,90
3,2018,2017-18,690,74,195,66.66666667,80
3,2018,2017-18,702,188,70,210,240
3,2018,2017-18,708,1204,2068,22.91666667,30
3,2018,2017-18,709,620,742,100.6666667,200
3,2018,2017-18,710,531,646,85.27777778,200
3,2018,2017-18,711,400,462,64.28571429,90
3,2018,2017-18,712,572,980,50.29411765,90
3,2018,2017-18,718,54,154,38.2,47
3,2018,2017-18,719,1232,3339,63.18181818,90
3,2018,2017-18,720,260,756,60.88235294,200
3,2018,2017-18,737,10,163,70,70
3,2018,2017-18,738,135,532,27.625,35
3,2018,2017-18,739,13,60,41.6,45
3,2018,2017-18,751,12,81,35,35
3,2018,2017-18,756,322,951,27,40
3,2018,2017-18,757,343,1173,29.70588235,40
3,2018,2017-18,765,871,633,55,120
3,2018,2017-18,801,50,150,42.5,45
3,2018,2017-18,802,215,635,37.5,40
3,2018,2017-18,806,0,10,15,15
3,2018,2017-18,813,255,713,115.2631579,150
3,2018,2017-18,814,250,497,141.4285714,165
3,2018,2017-18,821,29,103,83.33333333,150
3,2018,2017-18,822,33,140,69.5,150
3,2018,2017-18,829,58,160,114,240
3,2018,2017-18,842,36,160,82.85714286,100
3,2018,2017-18,849,666,1351,102.5,180
3,2018,2017-18,850,367,424,166.1111111,240
3,2018,2017-18,860,411,1676,40.92857143,180
3,2018,2017-18,867,236,528,149.1428571,240
3,2018,2017-18,877,114,444,54.44444444,70
3,2018,2017-18,878,11,68,65,70
3,2018,2017-18,897,169,467,129,160
4,2006,2005-06,708,26,20,40,40
4,2006,2005-06,709,15,25,60,60
4,2006,2005-06,710,22,20,50,50
4,2011,2010-11,685,7,20,50,50
4,2011,2010-11,686,11,30,20,20
4,2011,2010-11,687,19,30,40,40
4,2011,2010-11,710,14,35,30,30
4,2012,2011-12,686,41,50,50,50
4,2012,2011-12,687,12,30,70,70
4,2013,2012-13,708,18,107,30,36
4,2015,2014-15,665,39,185,45,45
5,2007,2006-07,711,119,100,80,80
5,2007,2006-07,860,26,20,40,40
5,2015,2014-15,860,5,25,20,20
7,2007,2006-07,757,100,120,30,30
8,2014,NA,860,1386,1060,54.66666667,100
9,2006,NA,652,501,540,20,20
9,2006,NA,860,220,100,30,30
9,2008,NA,762,0,100,20,20
9,2008,NA,807,0,100,20,20
9,2009,NA,654,97,410,43.33333333,45
9,2014,NA,652,79,110,16,16
9,2014,NA,756,0,180,42.5,45
10,1998,1998-99,651,509,1031,29.6,50
10,1998,1998-99,652,1871,4365,25.71428571,45
10,1998,1998-99,653,4691,8267,22.2139738,65
10,1998,1998-99,654,5552,9813,24.97142857,70
10,1998,1998-99,655,3374,6551,22.43617021,75
10,1998,1998-99,656,444,1055,21.33333333,40
10,1998,1998-99,657,140,150,37.5,40
10,1998,1998-99,658,268,372,40,60
10,1998,1998-99,665,1681,4437,48.79487179,60
10,1998,1998-99,680,1026,3895,29.16666667,50
10,1998,1998-99,681,346,1182,27.8,30
10,1998,1998-99,682,105,430,23,30
10,1998,1998-99,683,101,92,55.5,60
10,1998,1998-99,684,2529,2451,38.12903226,60
10,1998,1998-99,685,1979,2967,38.70588235,90
10,1998,1998-99,686,402,767,48.7037037,120
10,1998,1998-99,687,569,880,41.25,80
10,1998,1998-99,688,1977,3485,31.52173913,40
10,1998,1998-99,695,7,40,30,30
10,1998,1998-99,702,4,2,220,220
10,1998,1998-99,704,304,792,24.2,25
10,1998,1998-99,707,842,1071,24.57142857,60
10,1998,1998-99,708,5828,9874,32.60504202,72
10,1998,1998-99,709,1531,2072,34.29824561,80
10,1998,1998-99,710,1227,1317,32.09677419,70
10,1998,1998-99,711,622,750,29.375,40
10,1998,1998-99,718,199,608,25.14285714,27
10,1998,1998-99,719,3782,11781,50.07246377,99
10,1998,1998-99,720,4407,10335,62.46315789,200
10,1998,1998-99,727,39,80,40,40
10,1998,1998-99,730,155,202,22.5,25
10,1998,1998-99,731,96,113,30,30
10,1998,1998-99,737,5606,10507,34.17834395,65
10,1998,1998-99,738,4914,8192,37.33944954,70
10,1998,1998-99,739,197,400,31.31578947,45
10,1998,1998-99,740,338,989,60.57142857,68
10,1998,1998-99,756,7984,13121,32.1409396,85
10,1998,1998-99,757,14550,23247,35.75700935,160
10,1998,1998-99,758,12,61,2,2
10,1998,1998-99,761,715,968,44.19354839,60
10,1998,1998-99,762,1811,2826,58.06818182,160
10,1998,1998-99,765,4014,4745,54.16666667,120
10,1998,1998-99,768,57,144,50,70
10,1998,1998-99,777,8,25,40,40
10,1998,1998-99,800,82,70,60,60
10,1998,1998-99,801,4341,6101,40.32,75
10,1998,1998-99,807,2085,2415,42.14285714,45
10,1998,1998-99,813,8139,7645,41.62790698,100
10,1998,1998-99,814,402,1015,83.125,120
10,1998,1998-99,820,166,505,72.2,120
10,1998,1998-99,821,9559,13114,41.36470588,180
10,1998,1998-99,822,680,1899,31.58536585,40
10,1998,1998-99,828,190,70,66,66
10,1998,1998-99,829,1797,1215,39.66666667,45
10,1998,1998-99,840,22,110,40,40
10,1998,1998-99,842,10458,9539,58.96078431,125
10,1998,1998-99,847,315,250,25,25
10,1998,1998-99,849,108,195,49.33333333,60
10,1998,1998-99,850,4149,4795,38.86046512,120
10,1998,1998-99,860,45787,66856,57.63482467,240
10,1998,1998-99,862,19,40,60,60
10,1998,1998-99,867,3821,4784,63.90625,160
10,1998,1998-99,869,56,120,30,30
10,1998,1998-99,877,425,620,52,70
10,1998,1998-99,880,174,330,33,50
10,1999,1999-00,651,225,598,17.30769231,25
10,1999,1999-00,652,1217,4324,22.81818182,60
10,1999,1999-00,653,1978,4814,21.51912568,75
10,1999,1999-00,654,1789,4903,21.94117647,42
10,1999,1999-00,655,390,1103,23.96551724,35
10,1999,1999-00,656,851,1955,27.35294118,35
10,1999,1999-00,657,41,35,40,40
10,1999,1999-00,659,20,20,25,25
10,1999,1999-00,665,971,3804,32.91071429,60
10,1999,1999-00,668,13,200,60,60
10,1999,1999-00,680,68,875,30,30
10,1999,1999-00,683,57,118,30.42857143,48
10,1999,1999-00,684,2185,3101,36.64705882,60
10,1999,1999-00,685,1104,2484,44.15789474,90
10,1999,1999-00,686,138,450,50.90909091,90
10,1999,1999-00,687,360,605,27.84615385,60
10,1999,1999-00,688,3525,6879,28.11538462,50
10,1999,1999-00,689,160,288,26,50
10,1999,1999-00,704,659,1103,25.55555556,30
10,1999,1999-00,705,100,200,50,50
10,1999,1999-00,707,460,778,27.5,60
10,1999,1999-00,708,4088,9674,30.38834951,90
10,1999,1999-00,709,1367,2145,44.6122449,80
10,1999,1999-00,710,1050,1549,38.20408163,80
10,1999,1999-00,711,389,1020,27,40
10,1999,1999-00,712,65,275,35,35
10,1999,1999-00,717,14,66,90,90
10,1999,1999-00,718,80,400,40,40
10,1999,1999-00,719,1103,4277,50.88571429,100
10,1999,1999-00,720,2206,9313,52.30057803,185
10,1999,1999-00,727,145,265,67.5,125
10,1999,1999-00,730,227,255,20,20
10,1999,1999-00,731,30,40,50,50
10,1999,1999-00,733,88,180,20,20
10,1999,1999-00,735,61,50,20,20
10,1999,1999-00,737,6070,10872,36.27058824,240
10,1999,1999-00,738,4202,8808,32.78832117,176
10,1999,1999-00,739,31,96,90.55555556,120
10,1999,1999-00,740,3,5,85,85
10,1999,1999-00,751,28,50,20,20
10,1999,1999-00,756,6420,15909,32.04324324,60
10,1999,1999-00,757,6661,16413,35.34926471,100
10,1999,1999-00,758,42,250,30,30
10,1999,1999-00,761,1215,851,59.02777778,80
10,1999,1999-00,762,2561,3274,71.13207547,100
10,1999,1999-00,765,1460,2843,43.16666667,100
10,1999,1999-00,766,7,45,20,20
10,1999,1999-00,767,225,350,28.33333333,30
10,1999,1999-00,786,16,80,30,30
10,1999,1999-00,800,107,199,41.4,90
10,1999,1999-00,801,2581,3840,35.34,60
10,1999,1999-00,806,112,98,46.25,50
10,1999,1999-00,807,2139,2253,45.29411765,60
10,1999,1999-00,813,2683,5925,46.4516129,100
10,1999,1999-00,814,181,620,85,100
10,1999,1999-00,819,20,110,100,100
10,1999,1999-00,820,142,146,25,25
10,1999,1999-00,821,7299,15263,30.39655172,66
10,1999,1999-00,823,30,150,30,30
10,1999,1999-00,829,4619,3511,33.4375,90
10,1999,1999-00,840,160,80,50,50
10,1999,1999-00,842,7676,11502,45.28,120
10,1999,1999-00,843,250,100,45,45
10,1999,1999-00,849,661,246,90,100
10,1999,1999-00,850,12372,9769,43.890625,100
10,1999,1999-00,860,19727,47192,44.06446777,190
10,1999,1999-00,862,60,200,25,25
10,1999,1999-00,866,5,7,30,30
10,1999,1999-00,867,3050,3515,44.04761905,100
10,1999,1999-00,877,764,1446,27.72727273,55
10,1999,1999-00,878,1325,2775,39.1,62
10,1999,1999-00,880,862,645,31.5,60
10,1999,1999-00,892,7,50,70,70
10,2000,2000-01,651,650,1063,28,45
10,2000,2000-01,652,2882,4813,28.20238095,50
10,2000,2000-01,653,4636,5611,23.94936709,75
10,2000,2000-01,654,3163,4014,23.21212121,45
10,2000,2000-01,655,1697,2317,24.31818182,40
10,2000,2000-01,656,31,20,35,35
10,2000,2000-01,659,6,21,20,20
10,2000,2000-01,663,101,120,50,50
10,2000,2000-01,664,16,21,25,25
10,2000,2000-01,665,2268,2098,32.7755102,55
10,2000,2000-01,676,15,60,18,18
10,2000,2000-01,681,1041,804,26.25,30
10,2000,2000-01,683,1323,756,44.73684211,130
10,2000,2000-01,684,2001,2075,48.19230769,90
10,2000,2000-01,685,1078,1305,45.30769231,80
10,2000,2000-01,686,261,551,36.53333333,80
10,2000,2000-01,687,652,1246,26.64,72
10,2000,2000-01,688,1755,4005,30.88235294,60
10,2000,2000-01,689,261,435,24.16666667,25
10,2000,2000-01,702,33,60,20,20
10,2000,2000-01,703,98,120,20,20
10,2000,2000-01,704,128,116,25,25
10,2000,2000-01,707,1651,1592,35.44444444,88
10,2000,2000-01,708,7251,11258,22.62264151,35
10,2000,2000-01,709,2382,3209,34.6984127,60
10,2000,2000-01,710,1028,1389,25.08928571,50
10,2000,2000-01,711,1844,3230,21.51351351,39
10,2000,2000-01,712,155,270,21.875,25
10,2000,2000-01,715,19,36,40,40
10,2000,2000-01,718,341,493,37.06666667,40
10,2000,2000-01,719,4827,6280,53.14912281,100
10,2000,2000-01,720,4252,6798,42.89808917,150
10,2000,2000-01,730,43,102,20,20
10,2000,2000-01,732,27,60,25,25
10,2000,2000-01,736,75,155,15,15
10,2000,2000-01,737,6384,13977,30.25414365,65
10,2000,2000-01,738,4418,8169,34.304,70
10,2000,2000-01,739,236,384,39,50
10,2000,2000-01,750,138,165,42,90
10,2000,2000-01,752,36,68,25,25
10,2000,2000-01,756,11688,15349,31.04458599,200
10,2000,2000-01,757,13355,18327,33.31849315,135
10,2000,2000-01,759,410,220,40,40
10,2000,2000-01,761,1726,783,52.85714286,70
10,2000,2000-01,762,2871,2223,60.85714286,90
10,2000,2000-01,765,3800,3916,44.8,60
10,2000,2000-01,800,601,275,73.33333333,120
10,2000,2000-01,801,10291,10909,40.44444444,125
10,2000,2000-01,802,110,100,30,30
10,2000,2000-01,806,619,396,42.5,45
10,2000,2000-01,807,4591,3328,49.25373134,80
10,2000,2000-01,813,6523,9135,38.63636364,100
10,2000,2000-01,814,55,110,100,100
10,2000,2000-01,820,25,40,30,30
10,2000,2000-01,821,11002,9604,32.84848485,60
10,2000,2000-01,822,2122,2305,33.18181818,45
10,2000,2000-01,825,82,107,25,25
10,2000,2000-01,829,7387,6177,40.79104478,100
10,2000,2000-01,842,20645,15137,46.86060606,160
10,2000,2000-01,844,1119,400,30,30
10,2000,2000-01,848,31,80,35,35
10,2000,2000-01,849,4588,2931,69.48275862,150
10,2000,2000-01,850,8374,8000,35.74074074,75
10,2000,2000-01,860,57458,60483,50.62649165,180
10,2000,2000-01,861,127,271,35,35
10,2000,2000-01,867,3578,2738,45.45454545,135
10,2000,2000-01,868,14,37,15,15
10,2000,2000-01,869,804,666,36.25,60
10,2000,2000-01,877,451,785,36.25,55
10,2000,2000-01,880,27,70,25,25
10,2000,2000-01,881,120,131,60,60
10,2000,2000-01,892,130,60,30,30
10,2001,2001-02,651,1108,1403,25.73684211,35
10,2001,2001-02,652,3035,4634,27.53703704,45
10,2001,2001-02,653,6993,8951,25.11832061,75
10,2001,2001-02,654,2797,4056,24.26136364,50
10,2001,2001-02,655,819,1489,23.24324324,40
10,2001,2001-02,656,404,580,35.66666667,50
10,2001,2001-02,657,254,196,60,100
10,2001,2001-02,665,804,941,48,50
10,2001,2001-02,680,1437,1347,25,25
10,2001,2001-02,681,409,600,30,30
10,2001,2001-02,683,54,80,41.6,60
10,2001,2001-02,684,4006,3476,42.48837209,90
10,2001,2001-02,685,1186,1364,49.18367347,80
10,2001,2001-02,686,628,1047,50.60606061,80
10,2001,2001-02,687,265,419,33.84615385,80
10,2001,2001-02,688,2490,4800,33.87096774,90
10,2001,2001-02,689,431,700,24.5,33
10,2001,2001-02,691,68,60,30,30
10,2001,2001-02,704,780,1077,25,25
10,2001,2001-02,707,1075,1012,30.3125,75
10,2001,2001-02,708,7973,14396,25.59055118,40
10,2001,2001-02,709,2915,3725,39.70886076,160
10,2001,2001-02,710,941,1089,29.35714286,60
10,2001,2001-02,711,1736,2626,27.08333333,40
10,2001,2001-02,712,513,700,23.57142857,25
10,2001,2001-02,718,432,1069,38.23809524,50
10,2001,2001-02,719,4232,8890,48.10309278,90
10,2001,2001-02,720,3717,9959,46.20855615,201
10,2001,2001-02,726,35,120,30,30
10,2001,2001-02,729,79,98,40,40
10,2001,2001-02,735,21,92,20,20
10,2001,2001-02,737,5743,12011,30.6969697,80
10,2001,2001-02,738,4931,8491,32.69369369,60
10,2001,2001-02,739,346,646,40.90909091,90
10,2001,2001-02,740,34,22,27,27
10,2001,2001-02,750,24,120,20,20
10,2001,2001-02,752,30,70,40,40
10,2001,2001-02,756,8553,13810,31.68421053,56
10,2001,2001-02,757,7785,15713,32.37209302,60
10,2001,2001-02,759,28,60,35,35
10,2001,2001-02,761,1496,972,50,50
10,2001,2001-02,762,2839,2045,50.63461538,60
10,2001,2001-02,765,1912,2045,46.66666667,60
10,2001,2001-02,800,38,85,90,90
10,2001,2001-02,801,3131,4683,38.71428571,84
10,2001,2001-02,802,1170,1541,40.6,60
10,2001,2001-02,806,676,375,45,45
10,2001,2001-02,807,4226,3321,45.64516129,60
10,2001,2001-02,810,50,50,90,90
10,2001,2001-02,813,6342,8135,32.5,60
10,2001,2001-02,814,267,640,55.625,70
10,2001,2001-02,821,12364,14371,33.03846154,60
10,2001,2001-02,822,3133,3305,30.09615385,95
10,2001,2001-02,823,40,150,60,60
10,2001,2001-02,829,2101,1485,34.30434783,50
10,2001,2001-02,830,100,170,40,40
10,2001,2001-02,831,50,25,35,35
10,2001,2001-02,840,472,145,35,45
10,2001,2001-02,842,20403,19975,47.46453901,120
10,2001,2001-02,843,400,200,60,60
10,2001,2001-02,847,150,150,100,100
10,2001,2001-02,849,1041,720,62.5,150
10,2001,2001-02,850,8438,7274,39.80327869,150
10,2001,2001-02,860,45141,56282,44.65644172,130
10,2001,2001-02,866,9,25,45,45
10,2001,2001-02,867,4526,3620,45.26315789,90
10,2001,2001-02,877,819,1525,35,45
10,2001,2001-02,878,49,160,60,60
10,2001,2001-02,897,1485,700,148.3333333,180
10,2002,2002-03,651,606,1281,23.31818182,40
10,2002,2002-03,652,2391,5449,26.59375,70
10,2002,2002-03,653,6928,8448,22.67896679,60
10,2002,2002-03,654,3832,5083,22.65753425,60
10,2002,2002-03,655,1501,2165,23.55,100
10,2002,2002-03,656,508,911,28.8,50
10,2002,2002-03,657,145,207,25,35
10,2002,2002-03,660,70,60,55,55
10,2002,2002-03,665,460,655,43.33333333,50
10,2002,2002-03,680,2190,3076,38.82352941,110
10,2002,2002-03,681,1081,1612,24.72222222,30
10,2002,2002-03,683,129,157,39.3,48
10,2002,2002-03,684,2938,3880,35.72916667,60
10,2002,2002-03,685,2338,2940,38.5326087,90
10,2002,2002-03,686,836,1161,34.92727273,80
10,2002,2002-03,687,201,261,37.5,80
10,2002,2002-03,688,4162,6308,41.35416667,90
10,2002,2002-03,689,1072,1330,25.11111111,35
10,2002,2002-03,701,38,55,30,30
10,2002,2002-03,702,25,40,20,20
10,2002,2002-03,705,61,125,25,25
10,2002,2002-03,707,709,1194,25.06666667,60
10,2002,2002-03,708,7118,15261,24.14473684,60
10,2002,2002-03,709,2621,4018,31.47115385,70
10,2002,2002-03,710,877,1069,27.64705882,60
10,2002,2002-03,711,2935,3853,25.90909091,50
10,2002,2002-03,712,764,992,23.46666667,30
10,2002,2002-03,718,309,886,37.22727273,70
10,2002,2002-03,719,2901,7946,46.92,90
10,2002,2002-03,720,4775,11172,42,100
10,2002,2002-03,726,9,9,15,15
10,2002,2002-03,730,2,30,40,40
10,2002,2002-03,732,174,96,20,20
10,2002,2002-03,733,107,103,20,20
10,2002,2002-03,735,125,257,30,40
10,2002,2002-03,737,4422,8337,26.60958904,52
10,2002,2002-03,738,5488,8023,26.39361702,55
10,2002,2002-03,739,483,524,32.86666667,50
10,2002,2002-03,740,35,105,49.66666667,80
10,2002,2002-03,752,160,150,15,15
10,2002,2002-03,756,8784,17781,29.94230769,55
10,2002,2002-03,757,7701,16446,30.34504792,80
10,2002,2002-03,758,124,379,28.57142857,30
10,2002,2002-03,759,72,100,25,25
10,2002,2002-03,761,2299,2345,37.32142857,50
10,2002,2002-03,762,2962,2924,41.42105263,60
10,2002,2002-03,765,4353,3240,40.66666667,70
10,2002,2002-03,767,1207,1960,35.8125,48
10,2002,2002-03,768,349,464,62,70
10,2002,2002-03,786,3,10,50,50
10,2002,2002-03,787,6,25,30,30
10,2002,2002-03,800,262,250,21.66666667,30
10,2002,2002-03,801,2205,3664,35.7254902,60
10,2002,2002-03,806,566,320,50,50
10,2002,2002-03,807,2283,2432,38.78846154,95
10,2002,2002-03,813,3861,6715,43.97435897,80
10,2002,2002-03,814,619,1329,68.45454545,102
10,2002,2002-03,815,18,50,100,100
10,2002,2002-03,821,7770,11363,32.85964912,120
10,2002,2002-03,822,3789,4612,31.11111111,120
10,2002,2002-03,824,100,55,30,30
10,2002,2002-03,829,3251,2961,38.29166667,90
10,2002,2002-03,831,8,100,35,35
10,2002,2002-03,842,13100,14005,40.34673367,90
10,2002,2002-03,843,55,125,45,60
10,2002,2002-03,844,36,20,60,60
10,2002,2002-03,847,8,70,50,50
10,2002,2002-03,849,2321,1743,85,180
10,2002,2002-03,850,9644,8556,34.95833333,120
10,2002,2002-03,852,35,66,25,25
10,2002,2002-03,860,36962,60842,46.64919355,235
10,2002,2002-03,866,76,100,80,80
10,2002,2002-03,867,8854,7605,43.92682927,90
10,2002,2002-03,870,120,80,40,40
10,2002,2002-03,877,844,1245,24.5,35
10,2002,2002-03,878,40,150,50,80
10,2002,2002-03,880,562,690,46,60
10,2002,2002-03,888,815,1075,42.46153846,120
10,2002,2002-03,892,33,135,25,25
10,2003,2003-04,651,1109,1298,23.36,30
10,2003,2003-04,652,3885,6380,25.19354839,50
10,2003,2003-04,653,8739,9441,21.20655738,75
10,2003,2003-04,654,4197,5119,23.91044776,45
10,2003,2003-04,655,2609,3238,22.38571429,50
10,2003,2003-04,656,817,1148,30,85
10,2003,2003-04,657,119,166,32.5,40
10,2003,2003-04,664,22,165,25,30
10,2003,2003-04,665,1955,2241,28.70833333,47
10,2003,2003-04,680,2468,3788,17.26923077,30
10,2003,2003-04,681,1423,2225,29.1875,40
10,2003,2003-04,683,132,227,37,45
10,2003,2003-04,684,2341,3236,31.76666667,60
10,2003,2003-04,685,2217,2490,39.47619048,100
10,2003,2003-04,686,687,967,40.58974359,80
10,2003,2003-04,687,780,961,31.40740741,50
10,2003,2003-04,688,2732,3433,29.05555556,40
10,2003,2003-04,689,1406,1426,26.45833333,30
10,2003,2003-04,703,32,20,30,30
10,2003,2003-04,707,1141,1223,27.1875,55
10,2003,2003-04,708,7478,13774,26.4522293,75
10,2003,2003-04,709,3556,5482,33.57954545,70
10,2003,2003-04,710,205,306,39.23076923,50
10,2003,2003-04,711,2958,4935,31.96969697,75
10,2003,2003-04,712,1523,2306,33.51851852,95
10,2003,2003-04,718,191,271,29.54545455,40
10,2003,2003-04,719,3221,5825,58.29761905,100
10,2003,2003-04,720,5359,11350,36.72332016,80
10,2003,2003-04,737,4259,6954,25.3853211,56
10,2003,2003-04,738,5904,9434,27.37288136,52
10,2003,2003-04,739,316,402,31.08333333,48
10,2003,2003-04,756,9603,13776,28.57142857,70
10,2003,2003-04,757,8692,15716,27.17197452,80
10,2003,2003-04,761,1520,1239,45.53191489,60
10,2003,2003-04,762,2124,2022,53.64583333,80
10,2003,2003-04,765,4776,4361,44.75,80
10,2003,2003-04,801,1537,2298,34.76744186,60
10,2003,2003-04,802,1122,1296,33.69230769,40
10,2003,2003-04,807,1214,1009,42.78947368,80
10,2003,2003-04,813,5820,9169,36.640625,75
10,2003,2003-04,814,2511,2604,56.71428571,80
10,2003,2003-04,821,11948,15816,27.79710145,100
10,2003,2003-04,822,2129,3442,27.45833333,45
10,2003,2003-04,829,2224,2546,43.65384615,75
10,2003,2003-04,842,9388,11841,41.12637363,130
10,2003,2003-04,849,62,80,87.5,150
10,2003,2003-04,850,6255,7074,40.5,100
10,2003,2003-04,860,46637,60860,43.18891688,120
10,2003,2003-04,861,57,147,36.66666667,60
10,2003,2003-04,866,22,80,30,30
10,2003,2003-04,867,5801,5972,45.28571429,150
10,2003,2003-04,877,605,957,30.625,40
10,2003,2003-04,878,1417,1243,40,60
10,2003,2003-04,897,68,110,25,25
10,2004,2004-05,651,841,903,28,50
10,2004,2004-05,652,4945,5529,29.36470588,120
10,2004,2004-05,653,10032,7660,21.61340206,125
10,2004,2004-05,654,6718,4561,22.74468085,50
10,2004,2004-05,655,3839,2161,25.72916667,125
10,2004,2004-05,656,420,541,22.44444444,35
10,2004,2004-05,657,357,457,30.25,42
10,2004,2004-05,665,3822,2239,36.95121951,142
10,2004,2004-05,667,68,50,50,50
10,2004,2004-05,668,100,150,65,65
10,2004,2004-05,680,2143,1925,31.81818182,125
10,2004,2004-05,681,3021,2392,30.6,50
10,2004,2004-05,683,268,89,43.125,50
10,2004,2004-05,684,2146,1899,39.70588235,130
10,2004,2004-05,685,821,1051,35.80327869,80
10,2004,2004-05,686,604,834,33.52631579,60
10,2004,2004-05,687,1508,1440,27.65217391,50
10,2004,2004-05,688,3914,4983,36.41071429,130
10,2004,2004-05,689,1560,1700,33.18181818,125
10,2004,2004-05,690,190,419,28.75,40
10,2004,2004-05,703,30,42,40,40
10,2004,2004-05,706,1184,1380,20.92307692,25
10,2004,2004-05,707,343,484,25,25
10,2004,2004-05,708,5495,8445,24.48484848,130
10,2004,2004-05,709,3866,4661,30.36842105,160
10,2004,2004-05,710,325,369,31.25,40
10,2004,2004-05,711,3403,5580,27.97297297,60
10,2004,2004-05,712,1643,2020,33.63636364,130
10,2004,2004-05,718,985,873,41.20833333,90
10,2004,2004-05,719,7130,8826,60.12149533,160
10,2004,2004-05,720,5059,6962,40.625,125
10,2004,2004-05,737,6637,6131,31.07920792,120
10,2004,2004-05,738,9222,7764,44.14150943,160
10,2004,2004-05,739,60,20,50,50
10,2004,2004-05,756,12423,11102,29.71794872,140
10,2004,2004-05,757,10698,9433,32.56,188
10,2004,2004-05,761,1962,792,47.16666667,160
10,2004,2004-05,762,5196,3265,46.27906977,60
10,2004,2004-05,765,2365,2331,51.62962963,135
10,2004,2004-05,800,13,30,30,30
10,2004,2004-05,801,2473,1752,43.78571429,145
10,2004,2004-05,802,1327,1010,35.71428571,40
10,2004,2004-05,806,1696,722,40,65
10,2004,2004-05,807,2387,934,45.40540541,80
10,2004,2004-05,813,4743,8055,33.11111111,50
10,2004,2004-05,814,978,2742,38.57142857,75
10,2004,2004-05,821,19955,14969,37.26436782,70
10,2004,2004-05,822,2541,2140,35.1,60
10,2004,2004-05,829,867,809,47.85714286,150
10,2004,2004-05,842,18278,14340,42.99099099,160
10,2004,2004-05,848,420,180,15,15
10,2004,2004-05,849,443,370,73.33333333,150
10,2004,2004-05,850,8815,6024,33.86363636,90
10,2004,2004-05,860,74320,63404,47.09731114,230
10,2004,2004-05,862,224,200,40,40
10,2004,2004-05,866,125,210,25,25
10,2004,2004-05,867,3132,3038,37.70833333,100
10,2004,2004-05,877,559,605,45.83333333,135
10,2004,2004-05,892,9,9,30,30
