Month,Year,Season,Block,TotalLegalsRetained,TotalTrapsPulled,meanDepth,maxDepth
2,2013,2012-13,656,15,60,120,120
2,2013,2012-13,664,79,160,40,40
2,2013,2012-13,665,237,1000,35,35
2,2013,2012-13,667,145,220,120,120
2,2013,2012-13,680,906,3490,115.9375,190
2,2013,2012-13,681,764,2780,37.125,85
2,2013,2012-13,682,11,83,31.66666667,35
2,2013,2012-13,683,360,860,56.04166667,90
2,2013,2012-13,684,364,1369,74.72727273,95
2,2013,2012-13,685,435,1230,74.16666667,100
2,2013,2012-13,686,166,517,67.14285714,80
2,2013,2012-13,687,433,1342,56.60714286,90
2,2013,2012-13,688,1035,2815,50.14754098,90
2,2013,2012-13,689,1017,2701,55.67241379,80
2,2013,2012-13,690,247,660,60,60
2,2013,2012-13,701,3,60,50,50
2,2013,2012-13,707,99,313,78,83
2,2013,2012-13,708,1675,6925,35.51612903,100
2,2013,2012-13,709,666,1583,37.19512195,70
2,2013,2012-13,710,371,831,36.08695652,80
2,2013,2012-13,711,615,1467,44.96875,80
2,2013,2012-13,712,379,1178,46.15384615,50
2,2013,2012-13,718,101,219,37.83333333,40
2,2013,2012-13,719,2300,13244,64.50393701,110
2,2013,2012-13,720,832,3636,75.21126761,150
2,2013,2012-13,737,40,260,35,40
2,2013,2012-13,738,625,2348,35.15,60
2,2013,2012-13,739,20,126,41.4,42
2,2013,2012-13,740,258,324,100,100
2,2013,2012-13,744,174,560,66,66
2,2013,2012-13,749,18,100,66,66
2,2013,2012-13,756,729,5104,38.41071429,60
2,2013,2012-13,757,341,3391,35.02380952,50
2,2013,2012-13,761,30,70,47.5,50
2,2013,2012-13,762,252,1160,47.71428571,50
2,2013,2012-13,765,292,910,87.3,123
2,2013,2012-13,768,5,10,85,85
2,2013,2012-13,800,4,9,60,60
2,2013,2012-13,801,187,667,42.57142857,65
2,2013,2012-13,802,124,1000,52.22222222,60
2,2013,2012-13,807,77,323,69.88888889,80
2,2013,2012-13,813,1070,2632,74.8,130
2,2013,2012-13,814,494,1288,76.25,100
2,2013,2012-13,821,704,970,34.375,60
2,2013,2012-13,822,281,1180,33.92592593,65
2,2013,2012-13,829,168,115,43.75,50
2,2013,2012-13,842,128,641,42.17391304,55
2,2013,2012-13,849,359,798,87,150
2,2013,2012-13,850,2832,4594,78.57954545,225
2,2013,2012-13,858,28,78,110,110
2,2013,2012-13,860,4357,15768,64.42191781,180
2,2013,2012-13,867,323,683,137.8571429,180
2,2013,2012-13,877,417,1415,56.17647059,70
2,2013,2012-13,878,212,667,68.57142857,160
2,2013,2012-13,897,205,286,90,110
2,2014,2013-14,608,11,23,40,40
2,2014,2013-14,643,56,34,71,71
2,2014,2013-14,651,135,380,45.71428571,60
2,2014,2013-14,652,353,1340,62.5,110
2,2014,2013-14,653,604,2098,54.1025641,100
2,2014,2013-14,654,864,3067,37.6746988,65
2,2014,2013-14,655,302,908,36.84210526,50
2,2014,2013-14,656,44,130,20,20
2,2014,2013-14,664,514,1384,37.8,45
2,2014,2013-14,665,1062,4110,43.46428571,130
2,2014,2013-14,666,16,70,120,120
2,2014,2013-14,680,1685,3398,67.93103448,150
2,2014,2013-14,681,1156,3791,63.8,150
2,2014,2013-14,682,19,141,75,100
2,2014,2013-14,683,171,636,45.84615385,80
2,2014,2013-14,684,650,1622,70.3125,100
2,2014,2013-14,685,719,2156,65.80357143,120
2,2014,2013-14,686,33,60,50,50
2,2014,2013-14,687,131,499,42.5,80
2,2014,2013-14,688,1538,2912,53.05,90
2,2014,2013-14,689,1310,2270,57.06896552,95
2,2014,2013-14,690,448,1230,65,70
2,2014,2013-14,707,126,253,75,98
2,2014,2013-14,708,666,4652,43.04255319,90
2,2014,2013-14,709,284,1149,32.10714286,75
2,2014,2013-14,710,267,673,36.31578947,70
2,2014,2013-14,711,907,1394,46.29166667,90
2,2014,2013-14,712,769,1635,49.375,70
2,2014,2013-14,717,4,26,65,65
2,2014,2013-14,718,123,817,38.28571429,62
2,2014,2013-14,719,2680,12675,75.45517241,125
2,2014,2013-14,720,431,2016,74.31818182,150
2,2014,2013-14,737,54,295,44.54545455,60
2,2014,2013-14,738,588,3715,40.82352941,100
2,2014,2013-14,739,37,213,40.46153846,47
2,2014,2013-14,740,46,90,120,120
2,2014,2013-14,741,40,162,85,85
2,2014,2013-14,756,895,4283,31.84782609,45
2,2014,2013-14,757,613,4067,36.50980392,60
2,2014,2013-14,762,219,785,36.11111111,45
2,2014,2013-14,765,1134,3021,58.88888889,90
2,2014,2013-14,801,150,680,48.33333333,50
2,2014,2013-14,802,140,1175,35,40
2,2014,2013-14,803,86,650,44.66666667,50
2,2014,2013-14,807,225,1036,77.5,100
2,2014,2013-14,812,201,380,37.5,40
2,2014,2013-14,813,866,2137,61.17647059,100
2,2014,2013-14,814,433,1252,83,167
2,2014,2013-14,821,204,1545,48.33333333,70
2,2014,2013-14,822,105,480,46.25,65
2,2014,2013-14,829,397,776,63.5,240
2,2014,2013-14,842,337,941,70.16666667,150
2,2014,2013-14,849,206,398,161.25,240
2,2014,2013-14,850,1330,2792,125.4210526,240
2,2014,2013-14,860,2723,11976,63.1618123,170
2,2014,2013-14,867,1015,1818,133.5185185,240
2,2014,2013-14,877,254,550,60,70
2,2014,2013-14,878,74,159,50,50
2,2014,2013-14,897,442,837,85,120
2,2015,2014-15,651,7,92,48.33333333,50
2,2015,2014-15,652,47,443,54.28571429,70
2,2015,2014-15,653,416,1791,45.80645161,80
2,2015,2014-15,654,1700,4322,60.54216867,200
2,2015,2014-15,655,225,652,46.07142857,60
2,2015,2014-15,656,72,185,105,120
2,2015,2014-15,657,14,84,60,60
2,2015,2014-15,664,50,248,42.27272727,50
2,2015,2014-15,665,875,4195,36.66666667,60
2,2015,2014-15,667,260,490,146.6666667,150
2,2015,2014-15,680,493,2239,90.83333333,100
2,2015,2014-15,681,1999,3881,153.2173913,250
2,2015,2014-15,682,103,735,30,30
2,2015,2014-15,683,224,700,49.75,75
2,2015,2014-15,684,1296,2163,118.1818182,200
2,2015,2014-15,685,1584,3325,89.07142857,170
2,2015,2014-15,686,224,446,83.5,130
2,2015,2014-15,687,578,1114,89.65517241,150
2,2015,2014-15,688,2256,3618,56.52173913,110
2,2015,2014-15,689,1637,3536,64.91836735,90
2,2015,2014-15,690,663,1760,80,80
2,2015,2014-15,702,136,147,187.125,190
2,2015,2014-15,707,121,142,44,60
2,2015,2014-15,708,1189,4648,70.17647059,130
2,2015,2014-15,709,380,874,67.67857143,150
2,2015,2014-15,710,751,857,56.2,80
2,2015,2014-15,711,846,1568,64.63157895,100
2,2015,2014-15,712,813,1383,60.52631579,90
2,2015,2014-15,715,16,100,56.66666667,70
2,2015,2014-15,718,44,300,46.23076923,62
2,2015,2014-15,719,1563,10407,83.375,150
2,2015,2014-15,720,739,2456,82.94642857,150
2,2015,2014-15,737,271,1100,60.26315789,110
2,2015,2014-15,738,910,2587,47.1686747,110
2,2015,2014-15,739,122,406,49.11111111,60
2,2015,2014-15,740,319,535,108.6666667,120
2,2015,2014-15,741,28,306,90,90
2,2015,2014-15,756,903,3744,35.22727273,40
2,2015,2014-15,757,786,2783,47.9787234,65
2,2015,2014-15,761,55,600,40,40
2,2015,2014-15,762,357,2208,51.77419355,180
2,2015,2014-15,800,7,40,85,140
2,2015,2014-15,801,412,1367,40,180
2,2015,2014-15,802,85,565,40,40
2,2015,2014-15,807,579,1472,116.6,160
2,2015,2014-15,813,1012,2725,61.04166667,80
2,2015,2014-15,814,594,1102,76.875,100
2,2015,2014-15,821,440,1125,31.95652174,55
2,2015,2014-15,822,647,1639,89.48648649,180
2,2015,2014-15,829,674,546,56.25,240
2,2015,2014-15,842,468,1192,115.3125,190
2,2015,2014-15,843,19,80,22.5,25
2,2015,2014-15,849,17,54,75,75
2,2015,2014-15,850,1511,1317,104.2857143,240
2,2015,2014-15,860,1846,10247,86.65827338,220
2,2015,2014-15,867,592,1049,138,240
2,2015,2014-15,869,110,530,58.88888889,60
2,2015,2014-15,871,98,320,47.5,50
2,2015,2014-15,877,30,168,36,60
2,2015,2014-15,890,109,25,180,180
2,2015,2014-15,897,839,692,142.5,180
2,2016,2015-16,651,28,78,50,50
2,2016,2015-16,653,819,1886,94.28571429,160
2,2016,2015-16,654,1630,4105,75.47945205,140
2,2016,2015-16,655,38,99,61.66666667,80
2,2016,2015-16,656,64,165,116.6666667,150
2,2016,2015-16,665,321,1582,33,90
2,2016,2015-16,667,148,570,150,150
2,2016,2015-16,680,171,801,141.3636364,190
2,2016,2015-16,681,2488,2307,230.7692308,300
2,2016,2015-16,683,396,1204,74.5,150
2,2016,2015-16,684,2248,2310,166.8,230
2,2016,2015-16,685,1264,2900,96.02941176,250
2,2016,2015-16,686,219,662,77.72727273,100
2,2016,2015-16,687,237,577,90.41666667,120
2,2016,2015-16,688,2433,3548,85.81818182,140
2,2016,2015-16,689,1486,2743,78.89583333,120
2,2016,2015-16,690,715,1700,85,90
2,2016,2015-16,702,674,1764,207.3214286,280
2,2016,2015-16,703,57,194,234.3333333,250
2,2016,2015-16,707,270,464,126.6666667,200
2,2016,2015-16,708,953,4016,67.1509434,160
2,2016,2015-16,709,465,859,110.4736842,190
2,2016,2015-16,710,535,820,91.66666667,200
2,2016,2015-16,711,1397,1821,79.33333333,100
2,2016,2015-16,712,1367,1830,86.875,100
2,2016,2015-16,718,2,24,60,60
2,2016,2015-16,719,2049,10385,78.11851852,200
2,2016,2015-16,720,777,2529,107.2345679,280
2,2016,2015-16,721,151,380,201.4285714,300
2,2016,2015-16,723,38,217,213.125,250
2,2016,2015-16,735,68,365,53.57142857,150
2,2016,2015-16,737,119,594,147.1428571,220
2,2016,2015-16,738,353,2843,62.79787234,160
2,2016,2015-16,739,66,365,73.93333333,100
2,2016,2015-16,740,154,406,104.5833333,120
2,2016,2015-16,756,200,994,38.92857143,50
2,2016,2015-16,757,488,1820,62.58333333,220
2,2016,2015-16,761,241,889,135,150
2,2016,2015-16,762,664,1760,98.94736842,300
2,2016,2015-16,765,598,390,130,200
2,2016,2015-16,801,103,350,50.55555556,100
2,2016,2015-16,802,180,985,44.11764706,55
2,2016,2015-16,807,140,254,195.4545455,250
2,2016,2015-16,813,911,2590,88.66666667,130
2,2016,2015-16,814,1439,2438,137.4242424,240
2,2016,2015-16,821,538,1219,124.4827586,210
2,2016,2015-16,822,299,919,79.86363636,180
2,2016,2015-16,824,0,40,150,150
2,2016,2015-16,829,73,82,30,30
2,2016,2015-16,842,419,1570,88.7962963,180
2,2016,2015-16,850,1684,1757,62.39130435,240
2,2016,2015-16,860,1767,7330,69.82629108,220
2,2016,2015-16,862,6,112,100,100
2,2016,2015-16,867,187,486,100.9285714,180
2,2016,2015-16,877,43,250,116.6666667,120
2,2016,2015-16,878,90,520,116.6666667,130
2,2016,2015-16,897,161,475,112,125
2,2017,2016-17,653,765,878,78.75,120
2,2017,2016-17,654,1544,3812,82.91549296,160
2,2017,2016-17,655,348,756,54.81481481,80
2,2017,2016-17,656,106,120,80,80
2,2017,2016-17,659,21,10,80,80
2,2017,2016-17,664,163,342,45,50
2,2017,2016-17,665,555,1353,42.5,80
2,2017,2016-17,680,1291,2566,116.6315789,200
2,2017,2016-17,681,481,1110,93.33333333,200
2,2017,2016-17,682,58,252,44,50
2,2017,2016-17,683,207,345,51.5,75
2,2017,2016-17,684,1309,1991,138.1363636,190
2,2017,2016-17,685,556,1408,85.25806452,230
2,2017,2016-17,686,63,128,66,90
2,2017,2016-17,687,589,820,92.5,120
2,2017,2016-17,688,1593,2731,75.20512821,140
2,2017,2016-17,689,2152,3665,68.36734694,130
2,2017,2016-17,690,283,506,85,85
2,2017,2016-17,702,430,1238,201,240
2,2017,2016-17,707,117,157,115.8333333,150
2,2017,2016-17,708,534,2117,59.39393939,130
2,2017,2016-17,709,1006,1261,114.1666667,150
2,2017,2016-17,710,1651,1552,96.76666667,200
2,2017,2016-17,711,674,1070,74.64285714,90
2,2017,2016-17,712,649,1121,80,100
2,2017,2016-17,714,7,48,100,100
2,2017,2016-17,718,65,257,54.9375,62
2,2017,2016-17,719,2871,7410,74.32926829,100
2,2017,2016-17,720,879,2904,86.55737705,150
2,2017,2016-17,721,0,60,160,160
2,2017,2016-17,737,37,276,94,100
2,2017,2016-17,738,463,2310,53.55223881,120
2,2017,2016-17,739,19,157,47.85714286,62
2,2017,2016-17,740,86,360,103.6363636,140
2,2017,2016-17,750,0,15,100,100
2,2017,2016-17,755,0,25,35,35
2,2017,2016-17,756,316,2567,40.25641026,70
2,2017,2016-17,757,750,1936,65.03846154,100
2,2017,2016-17,762,382,940,45.55555556,50
2,2017,2016-17,765,1611,3040,94.85714286,160
2,2017,2016-17,770,42,65,200,200
2,2017,2016-17,801,285,909,43.33333333,50
2,2017,2016-17,802,170,853,40.90909091,75
2,2017,2016-17,813,467,1779,101.5,140
2,2017,2016-17,814,551,1298,127.3333333,160
2,2017,2016-17,817,57,239,96.66666667,120
2,2017,2016-17,821,91,380,67.08333333,70
2,2017,2016-17,822,209,969,53.18181818,70
2,2017,2016-17,829,46,60,240,240
2,2017,2016-17,842,270,1040,98.63636364,100
2,2017,2016-17,849,152,183,108,240
2,2017,2016-17,850,292,680,143.75,240
2,2017,2016-17,853,8,92,100,100
2,2017,2016-17,860,2862,8557,62.87732342,180
2,2017,2016-17,867,9,28,25,25
2,2017,2016-17,877,218,525,66.25,100
2,2017,2016-17,881,0,40,100,100
2,2017,2016-17,897,26,100,125,125
2,2018,2017-18,651,72,170,45,50
2,2018,2017-18,652,6,47,30,30
2,2018,2017-18,653,764,1471,61.60714286,150
2,2018,2017-18,654,1454,3873,78.49206349,200
2,2018,2017-18,655,97,155,92.5,180
2,2018,2017-18,656,141,231,107.1428571,150
2,2018,2017-18,664,205,301,42,45
2,2018,2017-18,665,513,1157,38.5,45
2,2018,2017-18,680,1721,2459,78.42105263,140
2,2018,2017-18,681,421,1032,81.25,160
2,2018,2017-18,683,168,373,41.66666667,45
2,2018,2017-18,684,1134,2434,130.3846154,210
2,2018,2017-18,685,733,1396,63.62857143,190
2,2018,2017-18,686,51,102,70,80
2,2018,2017-18,687,189,460,89.16666667,240
2,2018,2017-18,688,1635,3776,76.0483871,140
2,2018,2017-18,689,1894,3904,62.34042553,90
2,2018,2017-18,690,164,322,61.66666667,80
2,2018,2017-18,702,115,110,184,200
2,2018,2017-18,708,1502,3381,29.5,90
2,2018,2017-18,709,590,1238,97.91666667,200
2,2018,2017-18,710,670,996,107.4137931,200
2,2018,2017-18,711,466,670,68.68421053,90
2,2018,2017-18,712,780,1904,69.5,90
2,2018,2017-18,715,14,138,90,90
2,2018,2017-18,718,106,220,38.66666667,49
2,2018,2017-18,719,2052,6775,67.87378641,90
2,2018,2017-18,720,319,1778,75.97826087,200
2,2018,2017-18,737,22,409,59.28571429,85
2,2018,2017-18,738,174,666,33.9,80
2,2018,2017-18,739,29,57,44.4,47
2,2018,2017-18,740,19,236,78.47619048,79
2,2018,2017-18,756,467,1779,37.90322581,100
2,2018,2017-18,757,531,2046,37,140
2,2018,2017-18,762,93,250,50,50
2,2018,2017-18,765,796,3590,69.26315789,120
2,2018,2017-18,801,129,610,48.1,130
2,2018,2017-18,802,122,253,31.25,35
2,2018,2017-18,813,401,1785,93.52941176,140
2,2018,2017-18,814,621,2226,121.3636364,170
2,2018,2017-18,821,116,366,90.9375,180
2,2018,2017-18,822,107,427,67.77777778,150
2,2018,2017-18,829,16,23,240,240
2,2018,2017-18,842,81,375,63.07692308,80
2,2018,2017-18,849,681,1366,138.1578947,180
2,2018,2017-18,850,652,925,165,240
2,2018,2017-18,860,1983,8013,60.25280899,190
2,2018,2017-18,867,316,992,146.4705882,240
2,2018,2017-18,877,251,1143,55.83333333,70
2,2018,2017-18,878,108,440,47.77777778,70
2,2018,2017-18,897,327,825,121.4583333,150
3,1999,1998-99,652,193,230,82.72727273,120
3,1999,1998-99,653,92,336,73.44827586,95
3,1999,1998-99,654,151,270,52.85714286,60
3,1999,1998-99,655,103,167,71.66666667,100
3,1999,1998-99,656,257,177,78,100
3,1999,1998-99,657,152,175,142.8571429,180
3,1999,1998-99,658,126,250,95,100
3,1999,1998-99,665,70,197,50,50
3,1999,1998-99,667,11,32,89.5,108
3,1999,1998-99,680,141,660,88.33333333,100
3,1999,1998-99,681,87,700,107.1428571,120
3,1999,1998-99,683,33,55,52.5,60
3,1999,1998-99,684,118,349,67.5,100
3,1999,1998-99,685,38,71,71.875,90
3,1999,1998-99,686,52,122,79.16666667,100
3,1999,1998-99,687,177,246,94.5,200
3,1999,1998-99,688,1389,1704,65.53846154,100
3,1999,1998-99,689,461,503,78.2,102
3,1999,1998-99,698,20,90,80,80
3,1999,1998-99,705,17,63,140,180
3,1999,1998-99,707,135,143,31.66666667,55
3,1999,1998-99,708,379,1196,47.33333333,75
3,1999,1998-99,709,114,128,71.875,90
3,1999,1998-99,710,29,77,58,60
3,1999,1998-99,711,573,776,63.57142857,100
3,1999,1998-99,712,259,180,80,100
3,1999,1998-99,718,155,1582,45,60
3,1999,1998-99,719,530,2639,73.65060241,109
3,1999,1998-99,720,652,1263,101.6734694,200
3,1999,1998-99,737,150,871,30.64285714,43
3,1999,1998-99,738,211,627,26.75,38
3,1999,1998-99,740,169,344,108.75,120
3,1999,1998-99,741,20,60,90,90
3,1999,1998-99,753,3,41,30,30
3,1999,1998-99,754,25,70,37,37
3,1999,1998-99,756,242,1100,32.20588235,40
3,1999,1998-99,757,244,1412,32.55319149,40
3,1999,1998-99,762,31,200,83.125,150
3,1999,1998-99,764,16,65,40,40
3,1999,1998-99,765,431,557,78.57142857,100
3,1999,1998-99,801,37,100,65,70
3,1999,1998-99,807,91,560,82,150
3,1999,1998-99,813,395,459,90.58823529,120
3,1999,1998-99,814,1243,1172,91.11111111,120
3,1999,1998-99,821,18,40,35,35
3,1999,1998-99,842,44,65,35,35
3,1999,1998-99,850,590,1300,123.3333333,200
3,1999,1998-99,860,1105,4025,50.08235294,120
3,1999,1998-99,878,25,71,120,120
3,2000,1999-00,651,20,156,46.5,48
3,2000,1999-00,652,240,535,103.6842105,145
3,2000,1999-00,653,246,712,61.66666667,80
3,2000,1999-00,654,144,395,81.15384615,150
3,2000,1999-00,655,132,393,99.83333333,165
3,2000,1999-00,656,105,280,100,120
3,2000,1999-00,657,186,340,135,180
3,2000,1999-00,659,18,10,90,90
3,2000,1999-00,665,20,75,42.5,45
3,2000,1999-00,680,217,600,113.3333333,120
3,2000,1999-00,683,69,97,50.66666667,60
3,2000,1999-00,685,146,149,82.5,90
3,2000,1999-00,686,114,95,79.875,99
3,2000,1999-00,687,325,150,81.25,100
3,2000,1999-00,688,889,1014,60.86956522,90
3,2000,1999-00,689,272,399,70.71428571,80
3,2000,1999-00,690,440,550,60,60
3,2000,1999-00,702,23,35,40,40
3,2000,1999-00,704,62,162,90,90
3,2000,1999-00,708,674,1286,51.31578947,150
3,2000,1999-00,709,257,252,92.14285714,150
3,2000,1999-00,710,377,251,91.25,150
3,2000,1999-00,711,158,298,67.85714286,80
3,2000,1999-00,712,90,215,68.33333333,80
3,2000,1999-00,717,14,124,90,90
3,2000,1999-00,719,817,2951,73.05333333,100
3,2000,1999-00,720,355,1598,90.87301587,180
3,2000,1999-00,730,28,67,20,20
3,2000,1999-00,732,2,25,30,30
3,2000,1999-00,737,346,1719,34.60784314,65
3,2000,1999-00,738,619,2549,42.65671642,60
3,2000,1999-00,739,38,155,52,55
3,2000,1999-00,740,0,14,55,55
3,2000,1999-00,741,0,45,95,95
3,2000,1999-00,754,19,100,135,135
3,2000,1999-00,756,614,2475,32.58928571,40
3,2000,1999-00,757,670,3152,32.96153846,40
3,2000,1999-00,758,3,32,30,30
3,2000,1999-00,761,18,100,40,40
3,2000,1999-00,762,178,235,60,60
3,2000,1999-00,765,134,219,63.33333333,80
3,2000,1999-00,767,17,60,25,25
3,2000,1999-00,800,12,45,70,70
3,2000,1999-00,801,295,595,42,60
3,2000,1999-00,806,23,32,110,180
3,2000,1999-00,807,116,600,36.66666667,40
3,2000,1999-00,813,470,737,90,100
3,2000,1999-00,814,970,1148,100,100
3,2000,1999-00,821,494,875,42.66666667,60
3,2000,1999-00,829,222,501,136,140
3,2000,1999-00,842,874,1375,47.32142857,85
3,2000,1999-00,849,41,100,35,35
3,2000,1999-00,850,690,595,128,150
3,2000,1999-00,860,1538,2326,46.01612903,200
3,2000,1999-00,867,23,75,20,20
3,2000,1999-00,878,117,296,45,45
3,2001,2000-01,652,282,644,67.26666667,120
3,2001,2000-01,653,317,473,77.95454545,145
3,2001,2000-01,654,567,877,94.34615385,145
3,2001,2000-01,655,81,160,117.5,120
3,2001,2000-01,656,53,140,105,120
3,2001,2000-01,657,370,425,94.16666667,100
3,2001,2000-01,664,82,180,30,30
3,2001,2000-01,666,43,62,147.5,150
3,2001,2000-01,680,663,1275,70,135
3,2001,2000-01,681,103,169,32.5,40
3,2001,2000-01,684,129,184,60,60
3,2001,2000-01,685,85,60,90,100
3,2001,2000-01,686,74,87,72,100
3,2001,2000-01,687,238,169,90,90
3,2001,2000-01,688,2078,1872,53.72093023,90
3,2001,2000-01,689,1009,897,53.40909091,90
3,2001,2000-01,690,195,200,80,80
3,2001,2000-01,704,125,183,108,160
3,2001,2000-01,707,119,181,67.25,159
3,2001,2000-01,708,599,1112,47.5,120
3,2001,2000-01,709,575,352,81.5,110
3,2001,2000-01,710,11,20,65,70
3,2001,2000-01,711,647,673,66.53846154,90
3,2001,2000-01,712,430,482,61.15384615,90
3,2001,2000-01,717,37,60,90,90
3,2001,2000-01,719,979,3065,74.16666667,100
3,2001,2000-01,720,412,1879,73.77358491,150
3,2001,2000-01,730,3,47,20,20
3,2001,2000-01,737,207,1163,30.5483871,60
3,2001,2000-01,738,168,1015,36.42857143,58
3,2001,2000-01,740,163,278,60,60
3,2001,2000-01,754,8,30,30,30
3,2001,2000-01,756,745,2144,31.9,40
3,2001,2000-01,757,429,1926,36.59375,55
3,2001,2000-01,761,135,200,60,60
3,2001,2000-01,762,374,421,73.33333333,80
3,2001,2000-01,765,403,648,80.125,90
3,2001,2000-01,767,12,20,20,20
3,2001,2000-01,801,127,212,60,60
3,2001,2000-01,807,246,959,50,60
3,2001,2000-01,813,185,490,62,100
3,2001,2000-01,814,482,891,78.75,100
3,2001,2000-01,820,5,24,60,60
3,2001,2000-01,821,231,482,38.92857143,60
3,2001,2000-01,822,173,375,34.16666667,45
3,2001,2000-01,842,206,384,44.22222222,66
3,2001,2000-01,847,30,41,35,35
3,2001,2000-01,850,653,1559,100,150
3,2001,2000-01,860,1185,3661,49.55813953,110
3,2001,2000-01,866,10,32,30,30
3,2001,2000-01,867,94,318,25,25
3,2001,2000-01,878,9,20,45,45
3,2001,2000-01,897,570,800,125,200
3,2002,2001-02,651,45,155,35,45
3,2002,2001-02,652,137,197,63.33333333,70
3,2002,2001-02,653,59,230,49.375,90
3,2002,2001-02,654,143,405,67.14285714,115
3,2002,2001-02,655,48,87,38.75,50
3,2002,2001-02,656,177,265,112.8571429,150
3,2002,2001-02,657,78,53,115,175
3,2002,2001-02,680,180,330,90,90
3,2002,2001-02,681,529,870,121.2,126
3,2002,2001-02,683,32,87,65.75,100
3,2002,2001-02,684,163,114,70,100
3,2002,2001-02,685,72,79,83.33333333,130
3,2002,2001-02,686,19,36,30,40
3,2002,2001-02,687,339,262,62.5,80
3,2002,2001-02,688,2336,2756,37.88135593,90
3,2002,2001-02,689,1085,1572,30.57692308,60
3,2002,2001-02,703,9,90,180,180
3,2002,2001-02,707,70,65,36.66666667,60
3,2002,2001-02,708,766,1483,29.79166667,120
3,2002,2001-02,709,153,228,63.75,100
3,2002,2001-02,710,130,130,55.71428571,80
3,2002,2001-02,711,357,475,34.16666667,60
3,2002,2001-02,712,633,760,26.17647059,30
3,2002,2001-02,718,31,39,30,30
3,2002,2001-02,719,655,2894,67.92045455,111
3,2002,2001-02,720,488,1586,81.5625,180
3,2002,2001-02,737,90,628,29.875,40
3,2002,2001-02,738,220,1191,27.46428571,50
3,2002,2001-02,740,93,156,81.42857143,120
3,2002,2001-02,756,181,1045,32.70833333,40
3,2002,2001-02,757,357,1952,32.16981132,50
3,2002,2001-02,762,180,320,60,60
3,2002,2001-02,765,202,339,66.25,90
3,2002,2001-02,801,88,323,60,65
3,2002,2001-02,807,151,920,40,40
3,2002,2001-02,813,121,251,108.3333333,150
3,2002,2001-02,814,568,1070,78,150
3,2002,2001-02,821,712,920,45.45454545,70
3,2002,2001-02,822,43,190,29,40
3,2002,2001-02,842,175,675,36.76470588,60
3,2002,2001-02,850,60,140,100,100
3,2002,2001-02,860,580,1481,37.47058824,80
3,2002,2001-02,867,60,123,83.33333333,150
3,2002,2001-02,878,15,2,85,85
3,2002,2001-02,897,130,70,150,150
3,2003,2002-03,652,283,448,78,123
3,2003,2002-03,653,64,193,68.5,110
3,2003,2002-03,654,111,180,69.28571429,100
3,2003,2002-03,655,26,108,40,45
3,2003,2002-03,656,59,70,100,100
3,2003,2002-03,657,355,426,98.46666667,180
3,2003,2002-03,659,7,7,95,95
3,2003,2002-03,666,24,130,142.5,145
3,2003,2002-03,680,1381,1540,56.92307692,160
3,2003,2002-03,683,46,36,60,60
3,2003,2002-03,684,172,416,86.66666667,180
3,2003,2002-03,685,172,277,80.90909091,150
3,2003,2002-03,686,57,78,62.85714286,70
3,2003,2002-03,687,185,233,73.46153846,95
3,2003,2002-03,688,1998,2088,35,85
3,2003,2002-03,689,2786,2355,43.5,102
3,2003,2002-03,707,22,23,150,150
3,2003,2002-03,708,365,1246,35.22222222,100
3,2003,2002-03,709,288,664,53,150
3,2003,2002-03,710,232,312,39.54545455,80
3,2003,2002-03,711,449,488,49.54545455,60
3,2003,2002-03,712,426,505,35,70
3,2003,2002-03,717,13,38,56,56
3,2003,2002-03,719,1048,3204,68.8019802,125
3,2003,2002-03,720,522,1953,81.87719298,180
3,2003,2002-03,730,21,60,20,20
3,2003,2002-03,736,33,66,60,60
3,2003,2002-03,737,118,506,28.89473684,37
3,2003,2002-03,738,364,1084,35.95833333,50
3,2003,2002-03,740,38,78,101.1428571,120
3,2003,2002-03,755,10,25,35,35
3,2003,2002-03,756,742,3130,35.69444444,90
3,2003,2002-03,757,565,2439,39.43939394,235
3,2003,2002-03,762,245,533,49.11111111,60
3,2003,2002-03,765,102,124,80,80
3,2003,2002-03,767,12,38,48,48
3,2003,2002-03,768,71,74,80,80
3,2003,2002-03,800,7,20,35,35
3,2003,2002-03,801,227,540,43.46666667,60
3,2003,2002-03,802,86,135,31.25,40
3,2003,2002-03,807,84,385,39.85714286,54
3,2003,2002-03,813,610,1045,72.35294118,100
3,2003,2002-03,814,737,1142,81.33333333,100
3,2003,2002-03,821,98,175,44,65
3,2003,2002-03,822,235,340,29.66666667,45
3,2003,2002-03,842,234,510,37.72727273,60
3,2003,2002-03,849,196,345,180,180
3,2003,2002-03,850,10,6,100,100
3,2003,2002-03,860,1420,4262,47.04166667,228
3,2003,2002-03,877,42,120,65,65
3,2003,2002-03,887,6,75,40,40
3,2003,2002-03,897,2601,1425,103.75,130
3,2004,2003-04,652,214,331,60.25,100
3,2004,2003-04,653,101,319,46.05882353,90
3,2004,2003-04,654,73,253,50,60
3,2004,2003-04,655,62,157,44.44444444,60
3,2004,2003-04,656,86,173,62,100
3,2004,2003-04,657,153,276,138.75,180
3,2004,2003-04,680,866,1895,54.61538462,100
3,2004,2003-04,681,15,41,32.5,35
3,2004,2003-04,683,0,20,60,60
3,2004,2003-04,684,0,1,35,35
3,2004,2003-04,685,54,35,65,70
3,2004,2003-04,686,69,82,58.33333333,70
3,2004,2003-04,687,193,128,66.66666667,100
3,2004,2003-04,688,2645,2760,42.20338983,100
